User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
30,Stephen Perkins,julie52@example.com,julie52,1976-09-16,Female,West James,2024-01-31,2025-01-30,Monthly,Amex,Manual,Regular,Books,Action,Smart TV,Medium,4.8,9,Liverpool,Chelsea,0,1,2020,9,20,16,P Tierney,2.6,1.4,19.4,7.2,9.0,7.8,1.2,0.0,2.6,1.6,8.8,5.0,9.0,1.6,1.4,0.4,0.6,2020-09-20 16:00:00,Alphabet (Google),2259295980000,0.30929,-0.76995,0.30011,0.18543,40.50904,1.17951,39.31912,"Exceptional Quality, Fair Valuation",0.57845,2014.0,4.0,15,15800000.0,7000000.0,2544.0,1,0.0,1844690.0,3728.0,581.0,729.0,9536.0,73408123,59,36,0,0,41,0,M,13,7,82231,F,2022484408,4/1/2016 7:57:10 AM,90,30,"Dusartstraat 33 2, Amsterdam",1072 HN,325000.0,37,2,4.889539,52.351732,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[283, 400, 51, 58]",2958,0,0,[],1,mango,49,e3109970a3fe8021d5ff82c577ce5606,a8654e2af5da6bb72f52c22b164855e1,5528,sao paulo,SP,30,0,0,26.0,0.0,2114.0,47400.0,30.0,1379.0,SC,0.0,13.5,MALE,SAL,RENT,01-09-1987,27.0,2,2,0,,0,,,47400.0,,,0,0,0,TIER 4,0
31,Christopher Davis,urobinson@example.net,urobinson,1955-09-19,Male,Randallton,2024-02-25,2025-02-24,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Low,4.6,10,Leicester,Burnley,1,1,2020,9,20,19,L Mason,2.4,0.4,9.8,5.0,11.4,6.4,2.2,0.0,1.6,0.8,12.6,4.2,12.8,4.0,1.8,0.0,0.6,2020-09-20 19:00:00,Altair Engineering Inc.,8869714162,0.04547,-9.77683,0.03926,0.06299,68.85872,0.50838,68.40021,"Moderate Quality, Overvalued",0.81293,2014.0,6.8,2,151000000.0,85000000.0,3936.0,1,-4.0,463866.0,3400.0,152.0,987.0,1030000.0,72051047,27,0,0,0,28,0,S,0,18,37440,F,2022484408,4/1/2016 7:57:25 AM,90,31,"Churchill-laan 37 A, Amsterdam",1078 DE,800000.0,98,3,4.900342,52.346366,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[397, 384, 56, 55]",3080,0,0,[],1,mango,50,261cb4f92498ca05d5bd1a327a261d9c,424aca6872c5bab80780a8dec03b7516,12235,sao jose dos campos,SP,31,0,0,24.0,1.0,2250.0,40000.0,24.0,3747.0,MC,0.0,17.5,MALE,SELF,OWNED,10-12-1975,38.0,1,1,0,40000.0,0,40000.0,,40000.0,,,0,0,0,TIER 4,0
32,Rodney Jones,zfrost@example.net,zfrost,1967-10-14,Female,Port Kimberly,2024-01-03,2025-01-02,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,Low,4.2,9,Burnley,Leicester,0,0,2020,9,20,19,L Mason,0.6,0.2,11.0,3.6,12.8,4.4,2.0,0.0,1.8,0.6,10.2,4.2,11.2,6.6,1.0,0.0,0.0,2020-09-20 19:00:00,AMAZON COM INC,2151476402347,0.09772,-0.54722,0.19243,0.09485,49.5452,1.27029,51.17142,"Average Quality, Fair Valuation",0.48406,2014.0,6.4,3,42000000.0,36000000.0,3376.0,2,-1.0,384448.0,1230.0,129.0,228.0,276750.0,72495651,60,36,0,0,49,0,M,18,14,45868,F,2022484408,4/1/2016 7:57:40 AM,90,32,"Prinseneiland 545, Amsterdam",1013 EC,1950000.0,258,4,4.887444,52.385346,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[259, 60, 56, 57]",3192,0,0,[],1,mango,51,6f92779347724b67e44e3224f3b4cffd,bf4862777db128507e9efcc789215e9b,18130,sao roque,SP,32,0,0,26.0,0.0,1397.0,28900.0,30.0,1379.0,MO,0.0,18.0,MALE,SELF,OWNED,04-08-1960,54.0,1,1,0,,0,,,28900.0,,,2,2,0,TIER 4,0
33,Cheryl Johnson,louis25@example.com,louis25,1995-03-28,Male,Lisaton,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Clothing,Drama,Smartphone,Low,4.3,4,Aston Villa,Sheffield United,1,1,2020,9,21,18,G Scott,2.4,1.2,14.0,5.2,13.0,5.6,2.6,0.0,1.0,0.2,14.4,5.2,15.2,4.6,2.8,0.2,0.8,2020-09-21 18:00:00,Amcor plc,14294444367,0.09934,5.1055,0.19359,0.11735,21.1775,0.0676,32.20227,"Low Quality, Overvalued",0.20118,2014.0,6.3,1,55900000.0,70000000.0,,1,0.0,9149892.0,26427.0,1342.0,5278.0,395500.0,75885600,43,48,3,100,43,0,S,15,9,42356,T,2022484408,4/1/2016 7:57:55 AM,91,33,"Van Tuyll van Serooskerkenweg 86 H, Amsterdam",1076 JP,735000.0,83,3,4.86109,52.344643,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[302, 37, 45, 50]",2250,0,0,[],1,mango,52,2d5831cb2dff7cdefba62e950ae3dc7b,e9dd12dca17352644a959d9dea133935,42800,camacari,BA,33,0,0,23.0,0.0,1614.0,28900.0,24.0,1379.0,MO,0.0,17.0,MALE,SELF,OWNED,20-08-1981,33.0,3,2,0,,0,,,28900.0,,,2,1,0,TIER 4,0
34,Whitney Underwood,ujones@example.com,ujones,2002-07-23,Female,New Jenniferport,2024-03-30,2025-03-30,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,4.5,10,Sheffield United,Aston Villa,0,0,2020,9,21,18,G Scott,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-09-21 18:00:00,AMEDISYS INC,2947601790,0.09001,0.65312,0.06909,0.1697,14.47375,0.1881,15.85665,"Low Quality, Overvalued",0.20955,2014.0,6.8,3,28800000.0,27000000.0,2781.0,1,0.0,522630.0,1248.0,153.0,227.0,147000.0,73535098,59,48,0,0,44,0,M,13,7,51527,F,2022484408,4/1/2016 7:58:00 AM,94,34,"Vondelstraat 51 hs, Amsterdam",1054 GJ,3925000.0,319,7,4.875471,52.361571,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[341, 57, 52, 60]",3120,0,0,[],1,mango,53,b2bed119388167a954382cca36c4777f,e079b18794454de9d2be5c12b4392294,27525,resende,RJ,34,0,0,27.0,0.0,1832.0,37900.0,30.0,1379.0,MC,0.0,18.0,MALE,SELF,OWNED,01-01-1974,40.0,1,1,0,,0,,,37900.0,,,0,0,0,TIER 4,0
35,Cheryl Bradley,jesseforbes@example.org,jesseforbes,1933-05-11,Male,New Jason,2024-04-05,2025-04-05,Annual,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,Low,3.8,6,Wolves,Man City,1,0,2020,9,21,20,A Marriner,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-09-21 20:00:00,AMERICAN EAGLE OUTFITTERS INC,3347668304,0.08014,2.61008,0.14639,0.10696,11.61459,0.24035,15.24421,"Low Quality, Overvalued",0.39179,2014.0,5.8,8,86200000.0,35000000.0,3154.0,3,0.0,3287020.0,7698.0,446.0,1122.0,17064000.0,75456268,32,48,0,0,40,0,M,10,8,38551,F,2022484408,4/1/2016 7:58:05 AM,95,35,"Kinkerstraat 215 D, Amsterdam",1053 DS,475000.0,74,3,4.865792,52.365372,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[336, 108, 55, 57]",3135,0,0,[],1,mango,54,469634941c27cd844170935a3cf60b95,ef07ba9aa5226f77264ffa5762b2280b,81750,curitiba,PR,35,0,0,32.0,0.0,2763.0,63350.0,36.0,1379.0,MC,0.0,19.0,MALE,SELF,RENT,20-05-1983,31.0,14,10,3,94000.0,0,,94000.0,63350.0,29.0,34.0,1,0,0,TIER 4,0
36,Carrie Smith,scottjohn@example.com,scottjohn,1991-07-03,Female,Clineshire,2024-01-17,2025-01-16,Monthly,Mastercard,Manual,Occasional,Books,Comedy,Tablet,High,4.8,10,Man City,Wolves,0,1,2020,9,21,20,A Marriner,1.6,1.0,16.0,5.6,10.8,7.0,1.8,0.0,1.6,0.4,9.2,4.0,9.8,4.6,1.6,0.0,0.4,2020-09-21 20:00:00,AMERICAN PUBLIC EDUCATION INC,339362916,0.05605,-2.01184,0.03453,0.06315,11.1487,1.25551,8.91151,"Average Quality, Fair Valuation",0.5193,2014.0,5.8,2,38900000.0,13000000.0,3230.0,1,0.0,1488038.0,2571.0,553.0,643.0,88586.0,72858388,45,48,0,0,43,0,S,12,10,73024,F,2022484408,4/1/2016 7:58:10 AM,96,36,"Oldengaarde 116, Amsterdam",1083 TL,275000.0,31,2,4.883566,52.330963,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[448, 7, 62, 49]",3038,0,0,[],1,mango,55,df0aa5b8586495e0ddf6b601122e43a1,85d234692f7bee8d6fea586e237334b6,13175,sumare,SP,36,0,2,24.0,4.0,2172.0,38900.0,24.0,1379.0,MC,0.0,17.0,MALE,SELF,OWNED,20-05-1988,26.0,1,1,0,,0,,,38900.0,,,0,0,0,TIER 4,0
37,Ryan Nunez,silvamichael@example.org,silvamichael,1944-10-26,Female,Jacquelinefurt,2024-02-16,2025-02-15,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.1,6,Brighton,Man United,1,0,2020,9,26,12,C Kavanagh,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-09-26 12:00:00,AMERIPRISE FINANCIAL INC,54576514249,0.27929,-11.43384,0.61446,0.04331,7.02084,0.35347,-0.33601,"Good Quality, Fair Valuation",0.3387,2014.0,7.9,1,100000000.0,178000000.0,3490.0,1,0.0,15568277.0,29251.0,1730.0,6439.0,5610000.0,70357239,67,12,0,0,71,0,S,40,10,33928,F,2022484408,4/1/2016 7:58:25 AM,96,37,"Rustenburgerstraat 154 2, Amsterdam",1073 GJ,375000.0,47,2,4.899509,52.352717,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[453, 45, 47, 60]",2820,0,0,[],1,mango,56,41c8f4b570869791379a925899a6af8a,fe3634ccefbcdb0537b45fd589e32e8e,7170,guarulhos,SP,37,0,2,24.0,2.0,2964.0,56900.0,24.0,1898.0,MC,0.0,12.5,MALE,SELF,OWNED,07-11-1992,21.0,3,3,0,25000.0,0,25000.0,,56900.0,,,0,0,0,TIER 4,0
38,John Wood,maxwellanthony@example.net,maxwellanthony,1975-07-23,Female,North Jerry,2024-01-23,2025-01-22,Annual,Amex,Manual,Frequent,Clothing,Romance,Tablet,Medium,4.5,7,Man United,Brighton,0,1,2020,9,26,12,C Kavanagh,1.8,0.6,13.4,5.4,12.6,5.6,2.0,0.2,2.4,1.4,13.4,4.6,10.6,4.0,1.6,0.0,0.4,2020-09-26 12:00:00,AMETEK INC/,44748783773,0.25405,1.1052,0.13945,0.12598,26.54644,0.33834,27.71466,"Moderate Quality, Overvalued",0.35406,2014.0,6.3,3,23400000.0,20000000.0,2800.0,1,1.0,11850723.0,24226.0,1343.0,2577.0,21500.0,75988381,27,0,0,0,32,0,M,1,8,39083,F,2022484408,4/1/2016 7:58:30 AM,97,38,"J.J. Cremerplein 24 II, Amsterdam",1054 TL,570000.0,63,3,4.85856,52.359929,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(21)_04_01.jpg,512,612,8210401,"[477, 54, 50, 59]",2950,0,0,[],1,mango,57,54f755c3fd2709231f9964a1430c5218,40febde16f4718a5def537786473b0be,93415,novo hamburgo,RS,38,0,1,24.0,2.0,1940.0,34900.0,24.0,1377.0,MC,0.0,16.7,MALE,SAL,OWNED,01-01-1993,21.0,1,1,0,,0,,,34900.0,,,6,6,3,TIER 4,0
39,Rachel Holmes,maryjones@example.com,maryjones,1955-07-06,Female,Port Benjaminfort,2024-03-25,2025-03-25,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,High,3.2,8,Crystal Palace,Everton,1,0,2020,9,26,15,K Friend,1.2,0.8,6.4,2.0,13.2,4.8,1.8,0.0,1.6,0.4,13.8,4.6,13.6,6.2,1.6,0.2,0.4,2020-09-26 15:00:00,"AMKOR TECHNOLOGY, INC.",6257029992,0.07184,-0.73971,0.08718,0.10383,14.51855,0.71746,14.11542,"Moderate Quality, Overvalued",0.14993,2014.0,5.7,1,8690.0,4500000.0,,1,0.0,735551.0,636.0,98.0,92.0,1060000.0,74181912,62,36,4,254,69,0,M,41,4,32581,F,2022484408,4/1/2016 7:58:35 AM,99,39,"Oostenburgergracht 41 A, Amsterdam",1018 NB,375000.0,43,2,4.921855,52.368922,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(1)_04_03.jpg,512,612,1010403,"[192, 74, 39, 54]",2106,0,0,[],1,mango,58,4c06b42fbf7b97ab10779cda5549cd1c,07d190f123147d9e89d4b922543d7948,65075,sao luis,MA,39,0,0,32.0,0.0,1655.0,42400.0,36.0,1379.0,MC,0.0,13.5,MALE,SELF,OWNED,10-06-1983,31.0,6,2,4,25465.0,0,,25465.0,42400.0,35.0,40.0,1,1,1,TIER 4,0
40,Terry Powell,reyesjennifer@example.com,reyesjennifer,1981-03-19,Female,Port Danielle,2024-02-04,2025-02-03,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Tablet,Low,4.2,5,Everton,Crystal Palace,0,1,2020,9,26,15,K Friend,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-09-26 15:00:00,"Amphastar Pharmaceuticals, Inc.",2097312107,0.29612,1.61586,0.21675,0.1617,12.42008,1.38609,14.39277,"High Quality, Fair Valuation",0.52981,2014.0,7.1,9,1210000.0,24000000.0,66.0,1,6.0,6685088.0,8369.0,467.0,1580.0,13720000.0,70403133,29,48,4,129,34,0,S,4,14,37896,F,2022484408,4/1/2016 7:58:40 AM,102,40,"C.J.K. van Aalststraat 94 PP, Amsterdam",1019 JX,895000.0,163,6,4.93704,52.373016,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(1)_04_03.jpg,512,612,1010403,"[248, 82, 41, 49]",2009,0,0,[],1,mango,59,b6368ca0f56d4632f44d58ca431487b2,dd992305cba295d997f263dbdf4e8c2e,88104,sao jose,SC,40,0,0,32.0,1.0,2026.0,46900.0,36.0,1680.0,MC,0.0,18.5,MALE,SELF,OWNED,19-02-1980,34.0,1,1,0,,0,,,46900.0,,,0,0,0,TIER 4,0
41,Mark Hernandez,william81@example.com,william81,1975-03-07,Male,Port Jillianbury,2024-03-18,2025-03-18,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,Medium,4.6,8,West Brom,Chelsea,1,0,2020,9,26,17,J Moss,1.0,0.8,8.0,3.2,11.2,3.0,1.0,0.2,2.6,0.6,14.8,7.0,14.0,6.4,1.8,0.0,0.0,2020-09-26 17:00:00,AMPHENOL CORP /DE/,85574404281,0.21252,1.28965,0.23012,0.22383,38.07476,0.92269,39.99977,"Good Quality, Fair Valuation",0.33441,2014.0,7.6,1,85700000.0,68000000.0,3313.0,1,3.0,2276605.0,3946.0,331.0,1286.0,1888000.0,73798066,33,36,0,0,38,0,S,10,11,39656,F,2022484408,4/1/2016 7:58:55 AM,104,41,"John Franklinstraat 38 3, Amsterdam",1056 TD,365000.0,49,3,4.854277,52.371899,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(1)_04_03.jpg,512,612,1010403,"[312, 41, 40, 53]",2120,0,0,[],1,mango,60,4a0e66fd30684aa1409cd1b66fec77cc,86085586aaa8c5f47ed0b400da64c59d,7176,guarulhos,SP,41,0,0,27.0,0.0,1494.0,30900.0,30.0,1379.0,MO,0.0,18.0,MALE,SAL,OWNED,20-06-1965,49.0,1,1,0,,0,,,30900.0,,,0,0,0,TIER 4,0
42,Angela Hall,laura84@example.org,laura84,1962-06-14,Female,Sherrybury,2024-03-21,2025-03-21,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Tablet,High,4.4,2,Chelsea,West Brom,0,0,2020,9,26,17,J Moss,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-09-26 17:00:00,ANALOG DEVICES INC,104477117736,0.23156,2.47377,0.04705,0.06281,35.50183,0.56215,37.40259,"Average Quality, Fair Valuation",0.57852,2014.0,6.4,3,102000.0,1850000.0,8.0,1,-4.0,1034480.0,6490.0,181.0,374.0,66600.0,72346620,33,48,1,150,33,0,M,2,12,39238,T,2022484408,4/1/2016 7:59:00 AM,106,42,"Potgieterstraat 23 IV, Amsterdam",1053 XP,550000.0,62,3,4.874257,52.369627,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[51, 113, 42, 57]",2394,0,0,[],1,mango,61,c168abb9077b7821adae01dc1f0886c5,5ad58a4e6a1a656b6bed070cadbaa003,35960,santa barbara,MG,42,0,1,27.0,2.0,1397.0,28900.0,30.0,1379.0,MO,0.0,18.0,MALE,SELF,OWNED,20-06-1976,38.0,6,6,0,,0,,,28900.0,,,0,0,0,TIER 4,0
43,Laura Griffith,michelle48@example.net,michelle48,2001-01-09,Female,Port Charleschester,2024-03-19,2025-03-19,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Medium,3.6,9,Burnley,Southampton,1,0,2020,9,26,20,A Marriner,0.6,0.2,11.0,3.6,12.8,4.4,2.0,0.0,1.8,0.6,10.2,4.2,11.2,6.6,1.0,0.0,0.0,2020-09-26 20:00:00,ANSYS INC,29691008382,0.28175,-0.77829,0.09741,0.11314,40.52941,0.7502,40.04222,"Good Quality, Fair Valuation",0.88768,2014.0,5.0,3,60800000.0,2000000.0,780.0,1,0.0,456564.0,1706.0,413.0,890.0,412000.0,75227571,28,48,4,148,39,0,S,13,11,37638,F,2022484408,4/1/2016 7:59:10 AM,105,43,"Wamelstraat 76, Amsterdam",1106 DM,325000.0,91,4,4.987296,52.300656,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[75, 134, 51, 66]",3366,0,0,[],1,mango,62,a3b0fda37bae14cf754877bed475e80c,c9158d089637ab443c78984d20da7fc0,5727,sao paulo,SP,43,0,0,27.0,4.0,1383.0,28600.0,30.0,1379.0,MO,0.0,18.0,MALE,SELF,OWNED,10-06-1966,48.0,2,2,0,,0,,,28600.0,,,3,2,0,TIER 4,1
44,Anita Calhoun MD,ashley86@example.com,ashley86,1945-08-27,Male,New Brandy,2024-03-14,2025-03-14,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.8,6,Southampton,Burnley,0,1,2020,9,26,20,A Marriner,1.6,0.8,10.8,5.2,13.0,3.0,1.6,0.0,1.8,0.8,8.0,3.6,12.2,4.8,1.6,0.0,0.4,2020-09-26 20:00:00,Aon plc,81997359304,0.25861,4.09093,0.37174,0.17537,27.22381,0.5641,34.04255,"Good Quality, Fair Valuation",0.48084,2014.0,6.1,10,104000.0,1000000.0,3.0,1,0.0,99427.0,47.0,10.0,12.0,,70624359,56,36,2,0,50,0,S,20,14,77648,F,2022484408,4/1/2016 7:59:15 AM,107,44,"Nieuwe Prinsengracht 48 G, Amsterdam",1018 VS,429000.0,50,3,4.907585,52.363609,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[52, 211, 48, 49]",2352,0,0,[],1,mango,63,0ccd415657ae8a6cd1c71b00155a019e,66cc90195ca44cc7ac6a1cd0e1e1e7b2,7053,guarulhos,SP,44,0,0,27.0,0.0,2074.0,42900.0,30.0,1849.0,MC,0.0,18.0,MALE,SELF,OWNED,01-09-1989,25.0,1,1,0,,0,,,42900.0,,,0,0,0,TIER 4,0
45,Shannon Clark,traci17@example.net,traci17,1943-08-20,Male,East Aaronburgh,2024-03-14,2025-03-14,Monthly,Amex,Manual,Frequent,Books,Horror,Smartphone,Low,5.0,6,Sheffield United,Leeds,1,0,2020,9,27,12,P Tierney,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-09-27 12:00:00,APACHE CORP,8104082809,0.38033,1.96682,0.53676,0.03187,9.23122,0.58698,19.45439,"Average Quality, Fair Valuation",0.49108,2014.0,6.5,1,201000000.0,160000000.0,3952.0,1,2.0,1156609.0,2968.0,112.0,547.0,1870000.0,70904731,32,36,3,200,37,0,M,4,8,38730,F,2022484408,4/1/2016 7:59:20 AM,108,45,"Commelinstraat 9 H, Amsterdam",1093 TE,650000.0,120,4,4.924306,52.36344,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[174, 322, 41, 44]",1804,0,0,[],1,mango,64,c532a74a3ebf1bacce2e2bcce3783317,91ec50a00ae74d0a229d2efdf4344e1e,14026,ribeirao preto,SP,45,0,0,24.0,0.0,1375.0,26400.0,24.0,1899.0,MO,0.0,12.5,MALE,SELF,OWNED,01-01-1976,38.0,1,1,0,,0,,,26400.0,,,0,0,0,TIER 4,0
46,Geoffrey Garcia,benjamin76@example.org,benjamin76,1993-10-31,Male,Jamesview,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.9,5,Leeds,Sheffield United,0,1,2020,9,27,12,P Tierney,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-09-27 12:00:00,APPFOLIO INC,8303979372,0.18485,-2.35138,0.31878,0.34193,47.78984,2.02838,46.404,"Exceptional Quality, Fair Valuation",0.64957,2014.0,8.2,3,168000000.0,61000000.0,3014.0,1,-11.0,396010.0,1390.0,58.0,342.0,20640000.0,72593238,47,48,4,169,44,0,U,19,13,53877,F,2022484408,4/1/2016 7:59:25 AM,107,46,"Orteliusstraat 309 I, Amsterdam",1056 NZ,350000.0,55,3,4.847389,52.373198,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[186, 341, 42, 44]",1848,0,0,[],1,mango,65,19cecb194f54e614b70d971306a9931b,d251c190ca75786e9ab937982d60d1d4,30320,belo horizonte,MG,46,1,0,24.0,5.0,2234.0,40000.0,24.0,1516.0,MC,0.0,17.0,MALE,SAL,,07-08-1958,56.0,1,1,0,,0,,,40000.0,,,0,0,0,TIER 4,0
47,Jeffery Maxwell,debra51@example.org,debra51,1953-04-13,Female,Davisfort,2024-02-21,2025-02-20,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Low,3.6,7,Tottenham,Newcastle,1,0,2020,9,27,14,P Bankes,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-09-27 14:00:00,"Apple Hospitality REIT, Inc.",3704443004,0.19259,6.34451,0.06218,0.06739,11.38134,0.14353,11.82263,"Low Quality, Overvalued",0.35812,2014.0,8.1,1,333000000.0,170000000.0,4080.0,1,0.0,1313548.0,8567.0,269.0,1285.0,2750000.0,74735305,62,24,0,0,66,0,U,36,20,32696,F,2022484408,4/1/2016 7:59:30 AM,110,47,"Tweede Ceramstraat 10, Amsterdam",1095 BN,475000.0,79,3,4.942841,52.362693,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[246, 51, 50, 66]",3300,0,0,[],1,mango,66,f34a6e874087ec1f0e3dab9fdf659c5d,233896de79986082f1f479f1f85281cb,38300,ituiutaba,MG,47,0,0,24.0,1.0,1728.0,32900.0,24.0,1377.0,SC,0.0,13.0,MALE,SAL,OWNED,12-05-1991,23.0,7,7,0,7000.0,0,7000.0,,32900.0,,,0,0,0,TIER 4,0
48,Robert Lloyd,bradleypatrick@example.org,bradleypatrick,1985-03-15,Male,West Tanya,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,2,Newcastle,Tottenham,0,0,2020,9,27,14,P Bankes,1.4,0.4,8.8,2.4,10.8,4.2,2.4,0.0,1.8,0.8,17.2,7.6,14.4,6.0,1.4,0.2,0.4,2020-09-27 14:00:00,APPLE INC,3450640074440,0.3151,0.3383,1.64594,0.59516,32.17323,0.48235,32.07678,"High Quality, Fair Valuation",0.46206,2014.0,5.6,8,30100.0,70000.0,9.0,1,0.0,924347.0,1406.0,107.0,132.0,5887700.0,71200847,26,36,2,299,33,0,M,1,10,39231,F,2022484408,4/1/2016 7:59:40 AM,109,48,"1e Kekerstraat 77 PP, Amsterdam",1104 VA,325000.0,99,3,4.981149,52.314,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[291, 44, 49, 61]",2989,0,0,[],1,mango,67,c132855c926907970dcf6f2bf0b33a24,a8ae36a2bb6c2bbc3b5d62ede131c9ef,18740,taquarituba,SP,48,0,2,24.0,2.0,1494.0,28900.0,24.0,1379.0,MO,0.0,12.0,MALE,SELF,OWNED,20-05-1964,50.0,1,1,0,,0,,,28900.0,,,0,0,0,TIER 4,0
